alpha,coverage (for count-based),coverage (for majority-based),coverage (ind. BEC, BSC)
0.30,2.01,2.07,4.24
0.40,1.85,1.89,3.13
0.50,1.73,1.77,2.69
0.60,1.65,1.68,2.43
0.70,1.59,1.61,2.26
0.80,1.53,1.56,2.13
0.90,1.49,1.51,2.04
1.00,1.46,1.48,1.96
1.10,1.43,1.44,1.90
1.20,1.40,1.42,1.85
1.30,1.38,1.39,1.80
1.40,1.36,1.37,1.77
1.50,1.34,1.35,1.73
1.60,1.33,1.34,1.70
1.70,1.31,1.32,1.68
1.80,1.30,1.31,1.66
1.90,1.29,1.30,1.64
2.00,1.28,1.29,1.62
2.10,1.27,1.28,1.60
2.20,1.26,1.27,1.59
2.30,1.25,1.26,1.57
2.40,1.24,1.25,1.56
2.50,1.24,1.24,1.55
2.60,1.23,1.24,1.54
2.70,1.22,1.23,1.53
2.80,1.22,1.22,1.52
2.90,1.21,1.22,1.51
3.00,1.21,1.21,1.50
3.10,1.20,1.21,1.49
3.20,1.20,1.20,1.48
3.30,1.19,1.20,1.48
3.40,1.19,1.20,1.47
3.50,1.19,1.19,1.46
3.60,1.18,1.19,1.46
3.70,1.18,1.18,1.45
3.80,1.18,1.18,1.45
3.90,1.17,1.18,1.44
4.00,1.17,1.18,1.44
4.10,1.17,1.17,1.43
4.20,1.16,1.17,1.43
4.30,1.16,1.17,1.43
4.40,1.16,1.16,1.42
4.50,1.16,1.16,1.42
4.60,1.16,1.16,1.41
4.70,1.15,1.16,1.41
4.80,1.15,1.16,1.41
4.90,1.15,1.15,1.40
5.00,1.15,1.15,1.40
5.10,1.15,1.15,1.40
5.20,1.14,1.15,1.40
5.30,1.14,1.15,1.39
5.40,1.14,1.14,1.39
5.50,1.14,1.14,1.39
5.60,1.14,1.14,1.39
5.70,1.14,1.14,1.38
5.80,1.13,1.14,1.38
5.90,1.13,1.14,1.38
6.00,1.13,1.13,1.38
6.10,1.13,1.13,1.38
6.20,1.13,1.13,1.37
6.30,1.13,1.13,1.37
6.40,1.13,1.13,1.37
6.50,1.13,1.13,1.37
6.60,1.12,1.13,1.37
6.70,1.12,1.13,1.36
6.80,1.12,1.12,1.36
6.90,1.12,1.12,1.36
7.00,1.12,1.12,1.36
7.10,1.12,1.12,1.36
7.20,1.12,1.12,1.36
7.30,1.12,1.12,1.36
7.40,1.12,1.12,1.35
7.50,1.12,1.12,1.35
7.60,1.11,1.12,1.35
7.70,1.11,1.12,1.35
7.80,1.11,1.12,1.35
7.90,1.11,1.12,1.35
8.00,1.11,1.11,1.35
8.10,1.11,1.11,1.34
8.20,1.11,1.11,1.34
8.30,1.11,1.11,1.34
8.40,1.11,1.11,1.34
8.50,1.11,1.11,1.34
8.60,1.11,1.11,1.34
8.70,1.11,1.11,1.34
8.80,1.11,1.11,1.34
8.90,1.11,1.11,1.34
9.00,1.11,1.11,1.34
9.10,1.10,1.11,1.34
9.20,1.10,1.11,1.33
9.30,1.10,1.11,1.33
9.40,1.10,1.10,1.33
9.50,1.10,1.10,1.33
9.60,1.10,1.10,1.33
9.70,1.10,1.10,1.33
9.80,1.10,1.10,1.33
9.90,1.10,1.10,1.33
10.00,1.10,1.10,1.33
